value
0.9424781
0.9424781
0.9424781
0.9424781
0.9424781
0.9424781
0.9424781
0.9424781
0.942478
0.95
0.95
0.95
0.95
0.9314304
0.7285936
0.6917024
0.9203068
0.9499999
0.95
0.9499999
0.95
0.8068273
0.95
0.95
0.9460643
0.9460643
0.9460644
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9225201
0.8911088
0.798841
0.5340265
0.5555786
0.5803508
0.6107616
0.2453254
0.1374491
0.1414066
0.1168132
0.1373438
0.1403715
0.2423488
0.1950204
0.3672881
0.5309358
0.9491975
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.9499999
0.95
0.9499999
0.95
0.95
0.95
0.95
0.9499999
0.95
0.9495762
0.6192267
0.5557736
0.7935004
0.6740208
0.342737
0.4374838
0.6056314
0.5880399
0.7421378
0.9499999
0.95
0.9485946
0.9417006
0.9351263
0.9360189
0.9499999
0.9426234
0.95
0.876767
0.6402066
0.3370642
0.3964657
0.4337163
0.319306
0.3304388
0.1951195
0.1802635
0.0862526
0.136123
0.1802729
0.3116001
0.3535284
0.2927774
0.1101478
0.02837934
0.000112991
0.03096045
0.1071609
0.4437285
0.3255958
0.2082362
0.171601
0.1377787
0.09834826
0.09391128
0.1317565
0.2597641
0.3172479
0.6984758
0.6668296
0.8912106
0.9445921
0.9499999
0.95
0.9495519
0.95
0.95
0.9486786
0.9482765
0.95
0.895229
0.9483051
0.95
0.95
0.9499999
0.9499999
0.95
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.9499999
0.95
0.95
0.9498875
0.5268006
0.417589
0.3773904
0.1848409
0.1896557
0.2953252
0.6607361
0.95
0.9499999
0.95
0.95
0.95
0.95
0.95
0.7419347
0.691902
0.691902
0.691902
0.691902
0.95
0.9499999
0.9499999
0.95
0.9499999
0.95
0.95
0.95
0.8616436
0.8120924
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7776669
0.7842607
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.9499999
0.95
0.95
0.95
0.95
0.95
0.9499999
0.9499999
0.95
0.9499999
0.95
0.9499999
0.95
0.9454986
0.8360455
0.908524
0.9441713
0.95
0.95
0.95
0.9489228
0.7524294
0.362452
0.2413883
0.2137093
0.06971736
0.01498194
0.0
0.0
0.0
0.1073283
0.4021979
0.5824512
0.6481006
0.6481006
0.855991
0.855991
0.855991
0.8663398
0.8663398
0.8827609
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.9029613
0.8401886
0.8107162
0.8107162
0.8135943
0.9440254
0.9490266
0.9490267
0.9490267
0.9490267
0.9490438
0.95
0.9499999
0.95
0.95
0.95
0.95
0.95
0.9301924
0.95
0.9499999
0.95
0.9499999
0.9474422
0.9468319
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.9499999
0.9499999
0.95
0.95
0.9499999
0.95
0.95
0.95
0.9499999
0.8942395
0.9248154
0.6088296
0.3635454
0.2350392
0.2810201
0.1493727
0.2530603
0.3300496
0.2610541
0.4681591
0.4748734
0.4498548
0.3788838
0.2907138
0.2287798
0.3472252
0.5318735
0.8381572
0.9183527
0.9499999
0.9288771
0.6605659
0.5848761
0.4238119
0.7001132
0.7292612
0.5059034
0.387499
0.340914
0.4372775
0.5841944
0.87533
0.95
0.9118933
0.7244853
0.4973359
0.9473256
0.95
0.95
0.95
0.9115701
0.8227649
0.3767282
0.410705
0.3153483
0.3660455
0.4293123
0.6429689
0.6900054
0.5778346
0.868629
0.8148299
0.7197565
0.5977385
0.7039776
0.7761912
0.9414188
0.8342678
0.9499999
0.95
0.9421401
0.95
0.9338338
0.9071424
0.6553248
0.6895081
0.9382197
0.9192137
0.9384513
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.9063478
0.9063478
0.9388524
0.942153
0.95
0.95
0.9035995
0.9185978
0.7217609
0.647127
0.3756169
0.3057091
0.380986
0.4547139
0.8634114
0.9462057
0.95
0.9359348
0.2085368
8.21e-5
8.21e-5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.003005836
0.9047686
0.9397515
0.95
0.95
0.9221135
0.9499999
0.95
0.95
0.95
0.9499999
0.95
0.9499999
0.9499999
0.9499999
0.95
0.95
0.9307882
0.6180529
0.8156737
0.8996409
0.95
0.9499999
0.95
0.9499999
0.8901005
0.6416373
0.6416373
0.6416373
0.6416373
0.6416373
0.6946936
0.6946936
0.6946936
0.6946936
0.6946936
0.7621238
0.95
0.9499999
0.95
0.95
0.9499999
0.9499999
0.9499999
0.9499999
0.95
0.9499999
0.9499999
0.9499999
0.95
0.95
0.95
0.8973202
0.8973202
0.8791113
0.8715702
0.8715702
0.8715702
0.95
0.95
0.95
0.9422371
0.9129281
0.95
0.8522101
0.9493541
0.95
0.95
0.95
0.95
0.95
0.95
0.9049158
0.6997797
0.7803828
0.6584107
0.4722935
0.4204143
0.3489635
0.2914644
0.2141605
0.1357652
0.08600769
0.6505073
0.95
0.95
0.95
0.9417758
0.944012
0.95
0.95
0.95
0.95
0.9177305
0.5013283
0.8474669
0.95
0.8946964
0.7202485
0.5451792
0.3630737
0.07597822
0.06758934
0.02990671
0.02033423
0.007715915
0.01607323
0.01349835
0.003223044
0.06361168
0.1366779
0.277878
0.2528942
0.4349518
0.5349203
0.785827
0.6166325
0.8522642
0.6357834
0.3119378
0.28357
0.3577366
0.3407425
0.1051231
0.08249296
0.1282064
0.1169941
0.1055007
0.06512511
0.03622839
0.000193791
0.05790842
0.2518438
0.4269074
0.4067326
0.4441579
0.3954481
0.3327331
0.3634149
0.411143
0.2401867
0.08269419
0.1319502
0.238584
0.3683349
0.2944447
0.2345033
0.3879393
0.7465551
0.7256712
0.6149784
0.6960757
0.6504391
0.6407559
0.35909
0.1837014
0.2704349
0.2857316
0.2340779
0.1074108
0.03390384
0.0
0.0
0.0
0.0
0.0
0.0
0.000580471
0.03148615
0.06900206
0.2827482
0.4098675
0.1231757
0.1215918
0.3598618
0.5164828
0.4051475
0.5482152
0.6703624
0.6583953
0.7478111
0.8401655
0.698451
0.6887865
0.6253734
0.4665003
0.3134005
0.6438555
0.6851086
0.9372737
0.8971981
0.9341545
0.8104151
0.9088963
0.95
0.95
0.95
0.9499998
0.9356117
0.6379092
0.700976
0.6987727
0.807117
0.8352524
0.7256379
0.5317485
0.5961632
0.4304492
0.3984857
0.2342709
0.2631461
0.3025149
0.4196977
0.3504737
0.4361807
0.3177904
0.3455929
0.5607719
0.8116839
0.7686028
0.947785
0.7834173
0.9080681
0.95
0.9499999
0.95
0.95
0.95
0.95
0.95
0.9498829
0.95
0.9338804
0.9431462
0.95
0.9428617
0.95
0.95
0.95
0.9465632
0.8821263
0.6925085
0.7908822
0.7413729
0.613121
0.6850061
0.7993615
0.8812296
0.7067646
0.5906029
0.2919312
0.2299597
0.2356462
0.09435675
0.08177783
0.06661079
0.02811969
0.09357682
0.09762383
0.1087455
0.1133389
0.03902531
0.002087118
0.04037339
0.2073299
0.2806503
0.1561352
0.1238386
0.1283378
0.03004602
0.01563544
0.004710393
0.000867941
0.0039322
0.0148669
0.02082444
0.01267286
0.04609603
0.03663599
0.04468295
0.04811356
0.108519
0.1258363
0.1862447
0.1004477
0.1936868
0.1879557
0.1447772
0.2452823
0.3075152
0.3610657
0.1567401
0.1276086
0.2144459
0.2256166
0.2586871
0.2563935
0.385453
0.2867134
0.3702262
0.3906021
0.7173878
0.8226085
0.9486754
0.95
0.95
0.95
0.95
0.8047886
0.3370811
0.3441781
0.3249086
0.2811001
0.1912009
0.1021211
0.1026004
0.1552155
0.1227925
0.1325628
0.1353036
0.1537787
0.1792508
0.1033295
0.03650435
0.03266279
0.05089844
0.06851705
0.05106631
0.0116806
0.002538482
0.01885799
0.002307021
0.000450787
0.008656528
0.002175478
0.002376901
0.007047668
0.01027784
0.02814772
0.01592953
0.0
0.000118587
0.06367484
0.1495443
0.07485975
0.08687992
0.109001
0.09016262
0.06941247
0.08940294
0.09797615
0.157084
0.2643289
0.2469217
0.1564326
0.2804817
0.2573467
0.4629075
0.3999729
0.3306912
0.1481895
0.1842197
0.2724667
0.2184497
0.215322
0.1322741
0.1263746
0.05432853
0.07386764
0.09061119
0.1171151
0.1140041
0.07928744
0.04671272
0.07788845
0.04894881
0.05290572
0.03137953
0.0694986
0.09887485
0.1465266
0.1133476
0.09971787
0.07346811
0.06803535
0.09220136
0.1476723
0.06912285
0.07142989
0.01947509
0.02768822
0.01677142
0.006659108
0.001228401
0.0
0.0
0.0
0.0
0.000115148
0.0
0.005170481
0.05293075
0.0816137
0.05970194
0.02180215
0.0
0.0
0.0
0.0
0.0
0.0
0.000553513
0.001552676
0.02287616
0.08287972
0.139048
0.1202737
0.07742091
0.009448954
0.005136523
0.02205577
0.02037381
0.06822877
0.08895251
0.05014537
0.09372785
0.1191126
0.2047437
0.2343741
0.1083151
0.0353671
0.1668896
0.5714524
0.6840534
0.3711774
0.3379422
0.2922908
0.09189788
0.07312031
0.04847419
0.04784175
0.07633796
0.125103
0.1465742
0.09934133
0.1784264
0.1389699
0.1247529
0.0529971
0.04102676
0.02927596
0.02540855
0.005585863
0.03060128
0.03405236
0.027552
0.04567132
0.07036492
0.09065275
0.01468228
0.005078835
0.008116171
0.02000209
0.03022983
0.02559319
0.03177851
0.01034871
0.01932528
0.0268556
0.09379221
0.1138691
0.1419545
0.1795028
0.1261397
0.1459341
0.1286029
0.0432644
0.000105127
0.0
0.0
0.0
0.00437318
0.09379261
0.1906244
0.2895202
0.2909278
0.2603546
0.4815839
0.6849128
0.8975582
0.7174124
0.5460774
0.8151686
0.9303153
0.95
0.9089327
0.6520847
0.3703775
0.7511826
0.912057
0.7914993
0.840093
0.7845184
0.9078853
0.94405
0.6913105
0.6285427
0.4588045
0.1555792
0.11658
0.1985917
0.139112
0.01982596
0.003012408
0.0
0.0
0.0
0.0
0.004501715
0.005895807
0.02046187
0.08741018
0.1122248
0.3053119
0.4162726
0.7509745
0.6677589
0.7117043
0.6115661
0.9294221
0.9334392
0.8773918
0.8893665
0.7453117
0.8160652
0.6028852
0.8082746
0.8765082
0.9436975
0.8368592
0.5219035
0.2195289
0.1857223
0.1889207
0.4000241
0.5669682
0.9234283
0.95
0.9465168
0.7370143
0.7859228
0.5306635
0.6091206
0.596902
0.693332
0.5632665
0.7893326
0.794809
0.95
0.95
0.95
0.95
0.9448891
0.95
0.95
0.9225086
0.8701659
0.9499125
0.8620115
0.9392026
0.9449537
0.9474297
0.95
0.9499999
0.9452756
0.8304896
0.5589272
0.4929322
0.8469199
0.9373047
0.9419956
0.95
0.95
0.9016432
0.7945988
0.9165044
0.8217993
0.9499999
0.9499999
0.9499999
0.95
0.95
0.95
0.95
0.9362231
0.9482005
0.95
0.95
0.9478501
0.95
0.9007434
0.8575206
0.8575206
0.8575206
0.9204
0.95
0.9499763
0.9329762
0.9379821
0.9295166
0.9439752
0.9495559
0.9182255
0.95
0.95
0.8851638
0.5750675
0.540679
0.4376785
0.5201374
0.3154781
0.5210509
0.3956817
0.4028673
0.7653555
0.8149095
0.6918493
0.5053072
0.675383
0.9304599
0.8857234
0.7458357
0.5976214
0.3991078
0.1148421
0.06585037
0.02585117
0.07824346
0.1784125
0.5104406
0.9261599
0.95
0.95
0.95
0.95
0.8556144
0.8124304
0.721457
0.5902392
0.3990729
0.1918554
0.1500061
0.1626016
0.08299822
0.04194663
0.08894317
0.176114
0.3186468
0.280112
0.3177077
0.546867
0.7032321
0.7933044
0.6672596
0.6159979
0.5194591
0.7058144
0.5584028
0.7254574
0.8770086
0.790412
0.95
0.9499999
0.95
0.9499999
0.95
0.95
0.7877391
0.680539
0.6265497
0.3440575
0.387073
0.4244946
0.4929872
0.7321091
0.9487737
0.9493816
0.9499999
0.9323965
0.9333063
0.7707331
0.8419565
0.8494161
0.95
0.8076203
0.454822
0.2751239
0.53899
0.5636426
0.4380105
0.4599109
0.337341
0.3782933
0.2603141
0.3516572
0.3625854
0.4215945
0.4169967
0.3044561
0.1440697
0.1243554
0.07002614
0.08467926
0.06024934
0.07782713
0.06279004
0.03704426
0.03703203
0.05319661
0.009091766
0.0
0.0
0.0
0.0
0.01117261
5.29e-5
0.00149822
0.04929886
0.1364525
0.1436992
0.1398103
0.2475833
0.1076408
0.04201292
0.01491529
0.03899996
0.01826649
0.03935998
0.07853436
0.0328665
0.08408633
0.07754815
0.05875368
0.02242742
0.002811305
2.03e-5
0.00673274
0.01626417
0.05404567
0.04556742
0.06320913
0.06242304
0.04286492
0.06725533
0.04737269
0.09186152
0.1058769
0.05560678
0.02894985
0.04957313
0.06349388
0.07162345
0.1673104
0.2493869
0.1710431
0.1006797
0.03827324
0.2541621
0.7244357
0.7561368
0.6376294
0.4223044
0.3284526
0.14366
0.2096824
0.1818292
0.2185188
0.2395073
0.3789402
0.3085604
0.1816765
0.2855094
0.2731454
0.173236
0.08064069
0.08200306
0.1461225
0.2516079
0.2412543
0.4992266
0.4377683
0.3917884
0.5981506
0.6125876
0.6321367
0.3180369
0.2481313
0.4151296
0.4113024
0.3775695
0.2469686
0.2628179
0.2377639
0.4547485
0.5554607
0.8983928
0.9076492
0.9496101
0.95
0.95
0.95
0.9494911
0.7161233
0.3449418
0.4153337
0.3897078
0.3964599
0.1881969
0.1243328
0.161684
0.324166
0.3097412
0.223521
0.34424
0.3743609
0.5459237
0.468265
0.470525
0.6988143
0.7983427
0.7719514
0.534116
0.4707682
0.4209771
0.5929748
0.4450832
0.5582439
0.6900056
0.4315952
0.652432
0.7098388
0.5637496
0.7310387
0.6451771
0.3328657
0.359319
0.6574914
0.826544
0.6431567
0.8056995
0.8325986
0.7497079
0.7400827
0.8242589
0.7023761
0.6401644
0.5029701
0.5571643
0.4395074
0.6799139
0.7407278
0.9466144
0.8503468
0.7824796
0.5829426
0.8606452
0.9249969
0.8699867
0.8978425
0.62828
0.6446559
0.4852527
0.5999919
0.6159262
0.753387
0.7815092
0.8052351
0.7498434
0.8834291
0.6838346
0.6576633
0.597509
0.9205422
0.95
0.9499999
0.9290339
0.9493783
0.8589286
0.7925118
0.6140447
0.6678154
0.4457169
0.5316315
0.3980211
0.5106491
0.7081054
0.9420836
0.95
0.892051
0.8668466
0.4489337
0.2250893
0.1570295
0.2532036
0.1634758
0.1865824
0.2123773
0.1146115
0.1873307
0.3125031
0.7105037
0.8951254
0.8560312
0.5999733
0.6966034
0.7195865
0.687977
0.7613312
0.8327198
0.8826926
0.7134506
0.7242737
0.4880763
0.5201323
0.7424515
0.7126235
0.8367799
0.6639696
0.6181825
0.812517
0.8108138
0.9472467
0.9485809
0.7478361
0.3471467
0.5749928
0.8614553
0.8556297
0.591215
0.4046835
0.1942912
0.01317543
0.0
0.000247496
0.02546817
0.09321769
0.179702
0.3226692
0.7886689
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.95
0.9067743
0.9067743
0.9067743
0.9067743
0.9067743
0.9109806
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.9486303
0.7950355
0.6340347
0.5430138
0.4543964
0.4024273
0.4024273
0.4026738
0.4026738
0.432249
0.5429014
0.95
0.95
0.9447237
0.95
0.9456282
0.95
0.95
0.9499999
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9499999
0.95
0.95
0.95
0.95
0.9499999
0.82715
0.7199526
0.9455144
0.9321768
0.6658659
0.6107597
0.5671897
0.3465605
0.2425488
0.2568839
0.2099137
0.2200004
0.1385219
0.09563649
0.02631688
0.0168599
0.03177989
0.2156791
0.3843887
0.514571
0.4399058
0.8112013
0.95
0.95
0.9480664
